species_key	display_name	phylum	n_lcr	n_nterm	n_cterm	pct_nterm	pct_cterm	nterm_or	nterm_p	nterm_sig	cterm_or	cterm_p	cterm_sig	asymmetry_ratio	log_odds_asymmetry	low_conf_asymmetry
glossina_fuscipes	Glossina fuscipes	Insecta	1680	140	122	8.33	7.26	1.727	6.7e-05	True	1.488	0.003831	True	1.148	0.1371	False
glossina_morsitans	Glossina morsitans morsitans	Insecta	1759	142	132	8.07	7.5	1.687	0.000107	True	1.558	0.001053	True	1.076	0.0728	False
glossina_pallidipes	Glossina pallidipes	Insecta	2349	145	137	6.17	5.83	1.254	0.043261	True	1.181	0.110767	False	1.058	0.0566	False
glossina_palpalis	Glossina palpalis gambiensis	Insecta	2285	141	134	6.17	5.86	1.252	0.047174	True	1.186	0.107989	False	1.052	0.0507	False
glycine_max	Glycine max	Viridiplantae	2877	466	141	16.2	4.9	3.694	0.0	True	0.985	0.573597	False	3.305	1.193	False
glycine_soja	Glycine soja	Viridiplantae	2759	456	137	16.53	4.97	3.788	0.0	True	1.0	0.525926	False	3.328	1.2	False
glyphotaelius_pellucidus_gca936435175v1	Glyphotaelius pellucidus	Insecta	509	60	53	11.79	10.41	2.582	5e-05	True	2.246	0.000687	True	1.132	0.123	False
gordionus_sp_gca954871325v1rs	Gordionus sp. m RMFG-2023	Nematomorpha	181	14	16	7.73	8.84	1.593	0.198428	False	1.842	0.10912	False	0.875	-0.1292	False
gossypium_raimondii_gca025698545v1rs	Gossypium raimondii GPD5lz	Viridiplantae	1734	265	117	15.28	6.75	3.455	0.0	True	1.386	0.015049	True	2.265	0.8152	False
gregarina_niphandrodes_gca_000223845	Gregarina niphandrodes	Apicomplexa	188	18	26	9.57	13.83	2.094	0.055871	False	3.174	0.002076	True	0.692	-0.3594	False
guillardia_theta	Guillardia theta CCMP2712	Cryptophyta	1796	202	151	11.25	8.41	2.429	0.0	True	1.76	2.1e-05	True	1.338	0.2902	False
habropoda_laboriosa_gca001263275v1rs	Habropoda laboriosa	Insecta	1050	85	68	8.1	6.48	1.689	0.002307	True	1.328	0.079908	False	1.25	0.2217	False
haemaphysalis_longicornis_gca013339765v2vb	Haemaphysalis longicornis	Chelicerata	787	57	79	7.24	10.04	1.496	0.036955	True	2.137	8.6e-05	True	0.722	-0.324	False
haemophilus_influenzae_rd_kw20_gca_000027305	Haemophilus influenzae Rd KW20	Bacteria	6	0	0	0.0	0.0		1.0	False		1.0	False		0.0	True
halichondria_panicea_gca963675165v1rs	Halichondria panicea	Porifera	333	40	42	12.01	12.61	2.696	0.000598	True	2.851	0.000258	True	0.952	-0.0482	False
haliotis_rubra_gca003918875v1rs	Haliotis rubra	Mollusca	1186	123	128	10.37	10.79	2.208	0.0	True	2.309	0.0	True	0.961	-0.0397	False
haliotis_rufescens_gca023055435v1rs	Haliotis rufescens	Mollusca	1394	141	145	10.11	10.4	2.159	0.0	True	2.228	0.0	True	0.972	-0.0279	False
haloarcula_marismortui	Haloarcula marismortui	Archaea	40	4	5	10.0	12.5	2.111	0.33758	False	2.714	0.215765	False	0.8	-0.2007	True
halobacterium_salinarum	Halobacterium salinarum	Archaea	17	2	1	11.76	5.88	inf	0.257576	False	inf	0.515152	False	2.0	0.5108	True
haloferax_volcanii_ds2_gca_000025685	Haloferax volcanii DS2	Archaea	44	3	4	6.82	9.09	1.5	0.511034	False	2.05	0.349202	False	0.75	-0.2513	True
halyomorpha_halys_gca000696795v3rs	Halyomorpha halys	Insecta	510	44	71	8.63	13.92	1.828	0.012366	True	3.131	0.0	True	0.62	-0.4742	False
hammondia_hammondi_gca_000258005	Hammondia hammondi str. H.H.34	Apicomplexa	792	56	49	7.07	6.19	1.467	0.045584	True	1.272	0.163273	False	1.143	0.1323	False
harpegnathos_saltator_gca003227715v2rs	Harpegnathos saltator	Insecta	230	21	18	9.13	7.83	1.991	0.050174	False	1.683	0.127191	False	1.167	0.1503	False
helianthus_annuus	Helianthus annuus	Viridiplantae	3034	444	195	14.63	6.43	3.272	0.0	True	1.311	0.008661	True	2.277	0.8214	False
helicobacter_pylori_26695_gca_000008525	Helicobacter pylori 26695	Bacteria	8	0	3	0.0	37.5		1.0	False	inf	0.123077	False	0.0	-1.9459	True
heliconius_melpomene	Heliconius melpomene	Insecta	491	41	48	8.35	9.78	1.769	0.020047	True	2.104	0.002349	True	0.854	-0.1559	False
helicoverpa_armigera_gca030705265v1rs	Helicoverpa armigera	Insecta	591	62	75	10.49	12.69	2.267	0.00022	True	2.812	1e-06	True	0.827	-0.189	False
helicoverpa_zea_gca022581195v1rs	Helicoverpa zea	Insecta	594	65	67	10.94	11.28	2.39	7.4e-05	True	2.473	3.5e-05	True	0.97	-0.0301	False
helobdella_robusta	Helobdella robusta	Annelida	3235	193	246	5.97	7.6	1.211	0.045292	True	1.571	8e-06	True	0.785	-0.2421	False
hermetia_illucens_gca905115235v1	Hermetia illucens	Insecta	695	68	67	9.78	9.64	2.105	0.000321	True	2.071	0.000445	True	1.015	0.0147	False
hofstenia_miamia	Hofstenia miamia	Xenacoelomorpha	412	33	57	8.01	13.83	1.702	0.044616	True	3.139	6e-06	True	0.579	-0.5402	False
homalodisca_vitripennis_gca021130785v2rs	Homalodisca vitripennis	Insecta	718	69	65	9.61	9.05	2.072	0.000366	True	1.94	0.001275	True	1.062	0.0593	False
homarus_americanus_gca018991925v1	Homarus americanus	Crustacea	1810	227	136	12.54	7.51	2.739	0.0	True	1.552	0.000981	True	1.669	0.5108	False
homarus_gammarus_gca958450375v1	Homarus gammarus	Crustacea	1973	241	148	12.21	7.5	2.661	0.0	True	1.551	0.000616	True	1.628	0.4863	False
hondaea_fermentalgiana_gca_002897355	Hondaea fermentalgiana	Protist	1582	207	155	13.08	9.8	2.862	0.0	True	2.065	0.0	True	1.335	0.2885	False
hordeum_vulgare_zdm02064	Hordeum vulgare ZDM02064	Viridiplantae	2891	649	230	22.45	7.96	5.52	0.0	True	1.648	3e-06	True	2.822	1.036	False
hyalella_azteca_gca000764305v4rs	Hyalella azteca	Crustacea	160	10	17	6.25	10.62	1.267	0.404546	False	2.259	0.04698	True	0.588	-0.5108	False
hyalomma_asiaticum_gca013339685v2vb	Hyalomma asiaticum	Chelicerata	1061	84	84	7.92	7.92	1.634	0.003989	True	1.634	0.003989	True	1.0	0.0	False
hyaloperonospora_arabidopsidis	Hyaloperonospora arabidopsidis	Oomycota	607	85	58	14.0	9.56	3.126	0.0	True	2.028	0.001347	True	1.466	0.3795	False
hydra_vulgaris_gca038396675v1rs	Hydra vulgaris	Cnidaria	540	47	62	8.7	11.48	1.811	0.010776	True	2.464	7.1e-05	True	0.758	-0.2744	False
hydractinia_symbiolongicarpus_gca029227915v2rs	Hydractinia symbiolongicarpus	Cnidaria	852	91	104	10.68	12.21	2.303	6e-06	True	2.678	0.0	True	0.875	-0.1328	False
hylaeus_anthracinus_gca026225885v1rs	Hylaeus anthracinus	Insecta	771	60	49	7.78	6.36	1.626	0.014195	True	1.307	0.136174	False	1.224	0.2007	False
hylaeus_volcanicus_gca026283585v1rs	Hylaeus volcanicus	Insecta	779	66	50	8.47	6.42	1.803	0.00301	True	1.336	0.114787	False	1.32	0.2752	False
hymenolepis_microstoma	Hymenolepis microstoma	Platyhelminthes	568	46	49	8.1	8.63	1.696	0.020545	True	1.817	0.009062	True	0.939	-0.0625	False
hyperthermus_butylicus_dsm_5456_gca_000015145	Hyperthermus butylicus DSM 5456	Archaea	21	2	4	9.52	19.05	2.0	0.518762	False	4.471	0.186882	False	0.5	-0.5878	True
hypsibius_exemplaris_gca002082055v1	Hypsibius exemplaris	Tardigrada	1140	106	102	9.3	8.95	1.948	4.3e-05	True	1.867	0.000137	True	1.039	0.0383	False
ichneumon_xanthorius_gca917499995v1	Ichneumon xanthorius	Insecta	710	64	57	9.01	8.03	1.908	0.001712	True	1.681	0.01177	True	1.123	0.1149	False
ichthyophthirius_multifiliis_gca_000220395	Ichthyophthirius multifiliis str. G5	Ciliophora	298	19	44	6.38	14.77	1.377	0.240215	False	3.502	2.3e-05	True	0.432	-0.8251	False
ipomoea_triloba	Ipomoea triloba	Viridiplantae	1800	324	135	18.0	7.5	4.171	0.0	True	1.541	0.001192	True	2.4	0.8733	False
ischnura_elegans_gca921293095v1rs	Ischnura elegans	Insecta	1516	115	111	7.59	7.32	1.576	0.001715	True	1.517	0.004017	True	1.036	0.0352	False
ixodes_persulcatus_gca013358835v2vb	Ixodes persulcatus	Chelicerata	976	73	91	7.48	9.32	1.561	0.012142	True	1.986	0.000101	True	0.802	-0.2191	False
ixodes_scapularis_gca016920785v2	Ixodes scapularis	Chelicerata	1058	123	115	11.63	10.87	2.542	0.0	True	2.357	0.0	True	1.07	0.067	False
ixodes_scapularis_ise6	Ixodes scapularis	Chelicerata	536	43	42	8.02	7.84	1.708	0.023311	True	1.664	0.030267	True	1.024	0.0233	False
juglans_regia	Juglans regia	Viridiplantae	1762	326	125	18.5	7.09	4.316	0.0	True	1.452	0.005458	True	2.608	0.9561	False
kalanchoe_fedtschenkoi	Kalanchoe fedtschenkoi	Viridiplantae	1513	247	115	16.33	7.6	3.738	0.0	True	1.576	0.001714	True	2.148	0.7621	False
kipferlia_bialata_gca_003568945	Kipferlia bialata	Metamonada	38	2	2	5.26	5.26	2.0	0.510137	False	2.0	0.510137	False	1.0	0.0	True
klebsiella_pneumoniae_subsp_pneumoniae_mgh_78578_gca_000016305	Klebsiella pneumoniae subsp. pneumoniae MGH 78578	Bacteria	49	7	5	14.29	10.2	3.833	0.084384	False	2.614	0.226377	False	1.4	0.3102	True
klebsormidium_nitens	Klebsormidium nitens	Viridiplantae	444	42	45	9.46	10.14	1.999	0.006741	True	2.158	0.002501	True	0.933	-0.0682	False
lablab_purpureus_gca030347555v1cm	Lablab purpureus Natoba	Viridiplantae	1253	217	73	17.32	5.83	4.02	0.0	True	1.187	0.189443	False	2.973	1.0849	False
lactobacillus_plantarum_wcfs1_gca_000203855	Lactobacillus plantarum WCFS1	Bacteria	26	1	3	3.85	11.54	0.96	0.764706	False	3.13	0.319928	False	0.333	-0.8473	True
lactococcus_lactis_subsp_lactis_il1403_gca_000006865	Lactococcus lactis subsp. lactis Il1403	Bacteria	13	1	1	7.69	7.69	inf	0.52	False	inf	0.52	False	1.0	0.0	True
lactuca_sativa_gca002870075v4gb	Lactuca sativa Salinas	Viridiplantae	2303	326	225	14.16	9.77	3.136	0.0	True	2.059	0.0	True	1.449	0.3701	False
lathyrus_sativus	Lathyrus sativus	Viridiplantae	1346	216	55	16.05	4.09	3.646	0.0	True	0.813	0.886692	False	3.927	1.3612	False
leersia_perrieri	Leersia perrieri	Viridiplantae	3061	691	162	22.57	5.29	5.54	0.0	True	1.062	0.322848	False	4.265	1.4482	False
leguminivora_glycinivorella_gca023078275v1rs	Leguminivora glycinivorella	Insecta	629	61	79	9.7	12.56	2.068	0.000802	True	2.766	1e-06	True	0.772	-0.2567	False
leishmania_donovani_gca_000227135	Leishmania donovani str. BPK282A1	Euglenozoa	580	47	40	8.1	6.9	1.675	0.021524	True	1.407	0.107111	False	1.175	0.1594	False
leishmania_infantum_gca_900500625	Leishmania infantum	Euglenozoa	600	53	50	8.83	8.33	1.841	0.005957	True	1.727	0.013671	True	1.06	0.0577	False
leishmania_major	Leishmania major	Euglenozoa	655	56	62	8.55	9.47	1.817	0.005497	True	2.032	0.00091	True	0.903	-0.1009	False
leishmania_panamensis_gca_000755165	Leishmania panamensis str. MHOM/PA/94/PSC-1	Euglenozoa	559	54	49	9.66	8.77	2.103	0.001292	True	1.89	0.006211	True	1.102	0.0962	False
lepeophtheirus_salmonis_gca016086655v5rs	Lepeophtheirus salmonis	Crustacea	970	88	72	9.07	7.42	1.914	0.000248	True	1.538	0.015122	True	1.222	0.1994	False
leptinotarsa_decemlineata_gca000500325v2	Leptinotarsa decemlineata	Insecta	393	26	36	6.62	9.16	1.391	0.180856	False	1.98	0.012561	True	0.722	-0.3202	False
leptomonas_pyrrhocoris_gca_001293395	Leptomonas pyrrhocoris str. H10	Euglenozoa	1229	79	78	6.43	6.35	1.314	0.070039	False	1.296	0.081816	False	1.013	0.0127	False
leptomonas_seymouri_gca_001299535	Leptomonas seymouri str. ATCC 30220	Euglenozoa	756	47	58	6.22	7.67	1.286	0.157636	False	1.612	0.017054	True	0.81	-0.2083	False
leptospira_interrogans_serovar_lai_str_56601_gca_000092565	Leptospira interrogans serovar Lai str. 56601	Bacteria	30	2	5	6.67	16.67	2.0	0.512935	False	5.6	0.104898	False	0.4	-0.7885	True
leptotrombidium_deliense_gca003675905v2gb	Leptotrombidium deliense	Chelicerata	289	30	26	10.38	9.0	2.267	0.009166	True	1.935	0.036015	True	1.154	0.1406	False
leuconostoc_mesenteroides_subsp_mesenteroides_atcc_8293_gca_000014445	Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293	Bacteria	13	1	1	7.69	7.69	inf	0.52	False	inf	0.52	False	1.0	0.0	True
limnephilus_lunatus_gca917563855v2	Limnephilus lunatus	Insecta	482	61	49	12.66	10.17	2.759	1.8e-05	True	2.155	0.001667	True	1.245	0.2171	False
limnephilus_marmoratus_gca917880885v1	Limnephilus marmoratus	Insecta	446	53	49	11.88	10.99	2.593	0.00013	True	2.373	0.000602	True	1.082	0.0777	False
limnephilus_rhombicus_gca929108145v2	Limnephilus rhombicus	Insecta	476	48	45	10.08	9.45	2.204	0.001461	True	2.052	0.00401	True	1.067	0.0639	False
limnoperna_fortunei_gca944474755v1	Limnoperna fortunei	Mollusca	787	68	75	8.64	9.53	1.811	0.002474	True	2.018	0.000313	True	0.907	-0.0973	False
limulus_polyphemus_gca000517525v1	Limulus polyphemus	Chelicerata	644	56	68	8.7	10.56	1.818	0.005475	True	2.254	0.000121	True	0.824	-0.1926	False
linepithema_humile_gca040581485v1rs	Linepithema humile	Insecta	1040	102	82	9.81	7.88	2.066	1.8e-05	True	1.626	0.004685	True	1.244	0.2171	False
lineus_longissimus_gca910592395v2	Lineus longissimus	Nemertea	741	74	76	9.99	10.26	2.108	0.000176	True	2.171	9.1e-05	True	0.974	-0.0265	False
lingula_anatina_gca001039355v2	Lingula anatina	Brachiopoda	1250	110	155	8.8	12.4	1.847	9.6e-05	True	2.71	0.0	True	0.71	-0.3416	False
liolophura_japonica_gca032854445v1rs	Liolophura japonica	Mollusca	620	66	69	10.65	11.13	2.264	0.000143	True	2.379	4.8e-05	True	0.957	-0.0441	False
listeria_monocytogenes_egd_e_gca_000196035	Listeria monocytogenes EGD-e	Bacteria	25	3	4	12.0	16.0	3.136	0.320234	False	4.381	0.187075	False	0.75	-0.2513	True
loa_loa	Loa loa	Nematoda	894	49	49	5.48	5.48	1.119	0.33718	False	1.119	0.33718	False	1.0	0.0	False
lolium_perenne	Lolium perenne	Viridiplantae	2554	534	141	20.91	5.52	5.05	0.0	True	1.116	0.208275	False	3.787	1.329	False
lottia_gigantea	Lottia gigantea	Mollusca	583	52	70	8.92	12.01	1.867	0.005563	True	2.602	1.1e-05	True	0.743	-0.2948	False
lucilia_cuprina_gca022045245v1rs	Lucilia cuprina	Insecta	1470	136	121	9.25	8.23	1.95	4e-06	True	1.715	0.000231	True	1.124	0.1164	False
lucilia_sericata_gca015586225v1rs	Lucilia sericata	Insecta	1583	158	133	9.98	8.4	2.109	0.0	True	1.745	7.8e-05	True	1.188	0.1717	False
lupinus_angustifolius	Lupinus angustifolius	Viridiplantae	889	152	41	17.1	4.61	3.956	0.0	True	0.927	0.673512	False	3.707	1.3015	False
lutzomyia_longipalpis_gca024334085v1rs	Lutzomyia longipalpis	Insecta	622	56	64	9.0	10.29	1.883	0.003745	True	2.183	0.000294	True	0.875	-0.1324	False
lysinibacillus_sphaericus_c3_41_gca_000017965	Lysinibacillus sphaericus C3-41	Bacteria	35	4	3	11.43	8.57	4.258	0.187291	False	3.094	0.317975	False	1.333	0.2513	True
lytechinus_pictus_gca037042905v1rs	Lytechinus pictus	Echinodermata	1095	91	131	8.31	11.96	1.746	0.000962	True	2.617	0.0	True	0.695	-0.3627	False
lytechinus_variegatus_gca018143015v1	Lytechinus variegatus	Echinodermata	1202	96	127	7.99	10.57	1.651	0.00185	True	2.247	0.0	True	0.756	-0.2786	False
machimus_atricapillus_gca933228815v1	Machimus atricapillus	Insecta	624	54	48	8.65	7.69	1.809	0.006656	True	1.591	0.03166	True	1.125	0.1166	False
macrobrachium_nipponense_gca015104395v2rs	Macrobrachium nipponense	Crustacea	2710	241	199	8.89	7.34	1.861	0.0	True	1.511	0.000182	True	1.211	0.1911	False
macrosteles_quadrilineatus_gca028750875v1rs	Macrosteles quadrilineatus	Insecta	847	67	103	7.91	12.16	1.644	0.00871	True	2.65	0.0	True	0.65	-0.4274	False
magallana_gigas_gca963853765v1rs	Magallana gigas	Mollusca	936	77	106	8.23	11.32	1.732	0.002524	True	2.468	0.0	True	0.726	-0.3179	False
malaya_genurostris_gca030247185v2rs	Malaya genurostris	Insecta	1375	90	133	6.55	9.67	1.345	0.042923	True	2.057	1e-06	True	0.677	-0.3888	False
malus_domestica_golden	Malus domestica Golden	Viridiplantae	1996	371	134	18.59	6.71	4.372	0.0	True	1.378	0.010878	True	2.769	1.016	False
manduca_sexta_gca014839805v1rs	Manduca sexta	Insecta	640	68	71	10.62	11.09	2.259	0.000117	True	2.371	4e-05	True	0.958	-0.0429	False
manihot_esculenta	Manihot esculenta	Viridiplantae	1666	329	118	19.75	7.08	4.69	0.0	True	1.453	0.006675	True	2.788	1.0227	False
marchantia_polymorpha	Marchantia polymorpha	Viridiplantae	906	131	57	14.46	6.29	3.23	0.0	True	1.283	0.132287	False	2.298	0.8272	False
mayetiola_destructor	Mayetiola destructor	Insecta	1005	68	81	6.77	8.06	1.385	0.053796	False	1.673	0.003315	True	0.84	-0.1738	False
medicago_truncatula	Medicago truncatula	Viridiplantae	1815	317	109	17.47	6.01	4.054	0.0	True	1.224	0.095296	False	2.908	1.0646	False
megachile_rotundata_gca000220905v1rs	Megachile rotundata	Insecta	738	60	64	8.13	8.67	1.723	0.007547	True	1.849	0.002526	True	0.938	-0.064	False
megaselia_scalaris	Megaselia scalaris	Insecta	911	37	35	4.06	3.84	0.814	0.846648	False	0.768	0.896793	False	1.057	0.0548	False
melanaphis_sacchari_gca002803265v2rs	Melanaphis sacchari	Insecta	1037	86	92	8.29	8.87	1.747	0.001293	True	1.88	0.00025	True	0.935	-0.0671	False
melitaea_cinxia_gca905220565v1	Melitaea cinxia	Insecta	512	39	63	7.62	12.3	1.603	0.047088	True	2.728	1.5e-05	True	0.619	-0.4747	False
mercenaria_mercenaria_gca021730395v1rs	Mercenaria mercenaria	Mollusca	1147	95	131	8.28	11.42	1.725	0.000925	True	2.463	0.0	True	0.725	-0.3199	False
mesoplasma_florum_l1_gca_000008305	Mesoplasma florum L1	Bacteria	3	0	0	0.0	0.0		1.0	False		1.0	False		0.0	True
methanobacterium_thermoautotrophicum	Methanobacterium thermoautotrophicum	Archaea	8	0	2	0.0	25.0		1.0	False	inf	0.266667	False	0.0	-1.6094	True
methanobrevibacter_smithii_atcc_35061_gca_000016525	Methanobrevibacter smithii ATCC 35061	Archaea	11	1	3	9.09	27.27	inf	0.52381	False	inf	0.12406	False	0.333	-0.8473	True
methanocaldococcus_jannaschii	Methanocaldococcus jannaschii	Archaea	13	3	2	23.08	15.38	inf	0.124348	False	inf	0.26	False	1.5	0.3365	True
methanococcus_maripaludis_s2_gca_000011585	Methanococcus maripaludis S2	Archaea	7	0	0	0.0	0.0		1.0	False		1.0	False		0.0	True
methanopyrus_kandleri_av19_gca_000007185	Methanopyrus kandleri AV19	Archaea	19	2	2	10.53	10.53	inf	0.256757	False	inf	0.256757	False	1.0	0.0	True
methanosarcina_acetivorans	Methanosarcina acetivorans	Archaea	49	2	10	4.08	20.41	0.979	0.69924	False	5.897	0.015095	True	0.2	-1.4351	False
methanospirillum_hungatei_jf_1_gca_000013445	Methanospirillum hungatei JF-1	Archaea	17	0	4	0.0	23.53		1.0	False	inf	0.058162	False	0.0	-2.1972	True
methanothermobacter_thermautotrophicus_str_delta_h_gca_000008645	Methanothermobacter thermautotrophicus str. Delta H	Archaea	10	0	3	0.0	30.0		1.0	False	inf	0.123839	False	0.0	-1.9459	True
micrococcus_luteus_nctc_2665_gca_000023205	Micrococcus luteus NCTC 2665	Bacteria	20	4	2	20.0	10.0	4.75	0.170825	False	2.111	0.5	False	2.0	0.5878	True
microctonus_aethiopoides_gca030347275v1cm	Microctonus aethiopoides	Insecta	1234	87	83	7.05	6.73	1.457	0.01708	True	1.385	0.03589	True	1.048	0.0468	False
microctonus_hyperodae_gca030347285v1cm	Microctonus hyperodae	Insecta	956	60	70	6.28	7.32	1.294	0.117267	False	1.526	0.017958	True	0.857	-0.153	False
microcystis_aeruginosa_nies_843_gca_000010625	Microcystis aeruginosa NIES-843	Bacteria	66	3	9	4.55	13.64	0.984	0.667181	False	3.263	0.067149	False	0.333	-0.9985	True
micromonas_commoda	Micromonas commoda	Chlorophyta	968	54	95	5.58	9.81	1.131	0.30748	False	2.083	2.9e-05	True	0.568	-0.5609	False
microplitis_demolitor_gca026212275v2rs	Microplitis demolitor	Insecta	1250	100	84	8.0	6.72	1.665	0.001298	True	1.379	0.036879	True	1.19	0.1734	False
microplitis_mediator_gca029852145v1rs	Microplitis mediator	Insecta	1235	87	111	7.04	8.99	1.457	0.017082	True	1.899	5e-05	True	0.784	-0.2424	False
mizuhopecten_yessoensis_gca002113885v2	Mizuhopecten yessoensis	Mollusca	1004	70	105	6.97	10.46	1.428	0.037086	True	2.226	3e-06	True	0.667	-0.4031	False
mnemiopsis_leidyi	Mnemiopsis leidyi	Ctenophora	542	52	59	9.59	10.89	2.02	0.002447	True	2.325	0.000225	True	0.881	-0.1252	False
monomorium_pharaonis_gca013373865v2	Monomorium pharaonis	Insecta	1230	131	74	10.65	6.02	2.282	0.0	True	1.226	0.145125	False	1.77	0.5682	False
monosiga_brevicollis	Monosiga brevicollis	Protist	647	92	56	14.22	8.66	3.181	0.0	True	1.818	0.005481	True	1.643	0.493	False
moorella_thermoacetica_atcc_39073_gca_000013105	Moorella thermoacetica ATCC 39073	Bacteria	25	5	2	20.0	8.0	5.75	0.10385	False	2.0	0.515632	False	2.5	0.7885	True
musa_acuminata	Musa acuminata	Viridiplantae	2432	446	180	18.34	7.4	4.287	0.0	True	1.526	0.000273	True	2.478	0.9057	False
musca_domestica_gca030504385v2rs	Musca domestica	Insecta	2186	200	181	9.15	8.28	1.918	0.0	True	1.719	7e-06	True	1.105	0.0996	False
mya_arenaria_gca026914265v1rs	Mya arenaria	Mollusca	1297	112	159	8.64	12.26	1.819	0.000115	True	2.69	0.0	True	0.704	-0.3491	False
mycobacterium_tuberculosis	Mycobacterium tuberculosis	Bacteria	42	5	10	11.9	23.81	2.635	0.226306	False	6.094	0.014384	True	0.5	-0.6466	False
mycoplasma_pneumoniae_m129_gca_000027345	Mycoplasma pneumoniae M129	Bacteria	6	0	0	0.0	0.0		1.0	False		1.0	False		0.0	True
myopa_tessellatipennis_gca943737955v2	Myopa tessellatipennis	Insecta	1236	128	96	10.36	7.77	2.223	0.0	True	1.621	0.002493	True	1.333	0.2864	False
mytilus_californianus_gca021869535v1rs	Mytilus californianus	Mollusca	799	66	99	8.26	12.39	1.752	0.004276	True	2.752	0.0	True	0.667	-0.403	False
myxococcus_xanthus_dk_1622_gca_000012685	Myxococcus xanthus DK 1622	Bacteria	103	21	16	20.39	15.53	4.968	0.000686	True	3.568	0.010331	True	1.312	0.2647	False
naegleria_gruberi	Naegleria gruberi	Heterolobosea	967	199	101	20.58	10.44	4.956	0.0	True	2.231	4e-06	True	1.97	0.6758	False
nannochloropsis_gaditana_ccmp526_gca_000240725	Nannochloropsis gaditana CCMP526	Protist	278	25	35	8.99	12.59	2.007	0.032445	True	2.925	0.00068	True	0.714	-0.3309	False
nanoarchaeum_equitans_kin4_m_gca_000008085	Nanoarchaeum equitans Kin4-M	Archaea	6	2	1	33.33	16.67	inf	0.272727	False	inf	0.545455	False	2.0	0.5108	True
nasonia_vitripennis	Nasonia vitripennis	Insecta	1315	133	104	10.11	7.91	2.162	0.0	True	1.65	0.001233	True	1.279	0.2449	False
natronomonas_pharaonis_dsm_2160_gca_000026045	Natronomonas pharaonis DSM 2160	Archaea	33	4	6	12.12	18.18	4.276	0.187264	False	6.889	0.057045	False	0.667	-0.3677	True
necator_americanus_gca031761385v1rs	Necator americanus	Nematoda	1078	69	71	6.4	6.59	1.321	0.081702	False	1.362	0.058369	False	0.972	-0.0284	False
neisseria_meningitidis_z2491_gca_000009105	Neisseria meningitidis Z2491	Bacteria	12	2	4	16.67	33.33	inf	0.26087	False	inf	0.055901	False	0.5	-0.5878	True
nematostella_vectensis_gca932526225v1rs	Nematostella vectensis	Cnidaria	690	61	85	8.84	12.32	1.868	0.00279	True	2.707	1e-06	True	0.718	-0.3295	False
neodiprion_lecontei_gca021901455v1rs	Neodiprion lecontei	Insecta	753	66	57	8.76	7.57	1.856	0.002077	True	1.583	0.021577	True	1.158	0.1454	False
neodiprion_pinetum_gca021155775v1rs	Neodiprion pinetum	Insecta	752	59	56	7.85	7.45	1.643	0.013374	True	1.553	0.027138	True	1.054	0.0517	False
neurospora_crassa	Neurospora crassa	Fungi	1225	79	90	6.45	7.35	1.314	0.070022	False	1.512	0.009328	True	0.878	-0.1296	False
nicotiana_attenuata	Nicotiana attenuata	Viridiplantae	1390	190	93	13.67	6.69	3.029	0.0	True	1.372	0.031476	True	2.043	0.7117	False
nilaparvata_lugens_gca014356525v1rs	Nilaparvata lugens	Insecta	1510	111	121	7.35	8.01	1.517	0.004013	True	1.666	0.000431	True	0.917	-0.0859	False
nitrosopumilus_maritimus	Nitrosopumilus maritimus SCM1	Archaea	11	0	1	0.0	9.09		1.0	False	inf	0.52381	False	0.0	-1.0986	True
nostoc_punctiforme_pcc_73102_gca_000020025	Nostoc punctiforme PCC 73102	Bacteria	49	7	6	14.29	12.24	3.833	0.084384	False	3.209	0.140797	False	1.167	0.1431	True
nothophytophthora_sp_chile5_gca_001712635	Nothophytophthora sp. Chile5	Oomycota	1582	189	138	11.95	8.72	2.58	0.0	True	1.817	2.1e-05	True	1.37	0.3135	False
nymphaea_colorata_gca008831285v2rs	Nymphaea colorata Beijing-Zhang1983	Viridiplantae	1149	208	57	18.1	4.96	4.231	0.0	True	0.999	0.54014	False	3.649	1.2882	False
octopus_bimaculoides_gca001194135v2rs	Octopus bimaculoides	Mollusca	1547	112	109	7.24	7.05	1.489	0.005335	True	1.446	0.009532	True	1.028	0.027	False
octopus_sinensis_gca006345805v1	Octopus sinensis	Mollusca	1640	115	122	7.01	7.44	1.433	0.009246	True	1.527	0.002351	True	0.943	-0.0588	False
olea_europaea	Olea europaea	Viridiplantae	269	27	12	10.04	4.46	2.188	0.016241	True	0.916	0.662084	False	2.25	0.7885	False
onchocerca_volvulus	Onchocerca volvulus	Nematoda	551	66	43	11.98	7.8	2.636	1.6e-05	True	1.64	0.032185	True	1.535	0.4244	False
onthophagus_taurus_gca000648695v2	Onthophagus taurus	Insecta	564	43	69	7.62	12.23	1.577	0.043432	True	2.663	9e-06	True	0.623	-0.4686	False
ooceraea_biroi_gca003672135v1	Ooceraea biroi	Insecta	995	97	69	9.75	6.93	2.083	2.4e-05	True	1.437	0.035905	True	1.406	0.3385	False
oppia_nitens_gca028296485v1rs	Oppia nitens	Chelicerata	2017	266	180	13.19	8.92	2.911	0.0	True	1.877	0.0	True	1.478	0.3896	False
orbicella_faveolata_gca002042975v1	Orbicella faveolata	Cnidaria	918	81	98	8.82	10.68	1.875	0.000592	True	2.316	2e-06	True	0.827	-0.1895	False
