species_key	display_name	phylum	n_lcr	n_terminal	pct_terminal	odds_ratio	pvalue	significant
oryza_longistaminata	Oryza longistaminata	Viridiplantae	1856	483	26.02	3.176	0.0	True
oryza_meridionalis	Oryza meridionalis	Viridiplantae	3702	901	24.34	2.896	0.0	True
oryza_nivara	Oryza nivara	Viridiplantae	4383	1125	25.67	3.109	0.0	True
oryza_punctata	Oryza punctata	Viridiplantae	3427	898	26.2	3.202	0.0	True
oryza_rufipogon	Oryza rufipogon	Viridiplantae	4409	1159	26.29	3.216	0.0	True
oryza_sativa	Oryza sativa	Viridiplantae	3919	1110	28.32	3.565	0.0	True
ostrea_edulis_gca947568905v1rs	Ostrea edulis	Mollusca	951	179	18.82	2.087	0.0	True
ostreococcus_lucimarinus	Ostreococcus lucimarinus	Chlorophyta	146	39	26.71	3.411	0.000122	True
owenia_fusiformis_gca903813345v2gb	Owenia fusiformis	Annelida	729	148	20.3	2.321	0.0	True
oxytricha_trifallax_gca_000711775	Oxytricha trifallax str. JRB310	Ciliophora	9	3	33.33	inf	0.123529	False
panicum_hallii	Panicum hallii HAL2	Viridiplantae	2298	651	28.33	3.569	0.0	True
panonychus_citri_gca014898815v1rs	Panonychus citri	Chelicerata	1434	213	14.85	1.574	4.6e-05	True
papaver_somniferum	Papaver somniferum	Viridiplantae	2300	558	24.26	2.883	0.0	True
paracoccus_denitrificans_pd1222_gca_000203895	Paracoccus denitrificans PD1222	Bacteria	40	7	17.5	1.909	0.258946	False
paramacrobiotus_metropolitanus_gca019649055v1rs	Paramacrobiotus metropolitanus	Tardigrada	703	142	20.2	2.285	0.0	True
paramecium_tetraurelia	Paramecium tetraurelia	Ciliophora	1011	226	22.35	2.591	0.0	True
parasteatoda_tepidariorum_gca043381705v1rs	Parasteatoda tepidariorum	Chelicerata	535	124	23.18	2.738	0.0	True
pasteurella_multocida_subsp_multocida_str_pm70_gca_000006825	Pasteurella multocida subsp. multocida str. Pm70	Bacteria	16	3	18.75	3.231	0.324805	False
patella_pellucida_gca917208275v1	Patella pellucida	Mollusca	606	109	17.99	1.992	3.3e-05	True
patella_vulgata_gca932274485v2rs	Patella vulgata	Mollusca	640	148	23.12	2.707	0.0	True
patiria_miniata_gca015706575v1	Patiria miniata	Echinodermata	1058	219	20.7	2.367	0.0	True
pecten_maximus_gca902652985v1rs	Pecten maximus	Mollusca	1026	193	18.81	2.097	0.0	True
pectinophora_gossypiella_gca024362695v1rs	Pectinophora gossypiella	Insecta	626	131	20.93	2.403	0.0	True
pediculus_humanus	Pediculus humanus corporis	Insecta	1405	289	20.57	2.338	0.0	True
penaeus_chinensis_gca019202785v2rs	Penaeus chinensis	Crustacea	1853	285	15.38	1.638	0.0	True
penaeus_japonicus_gca017312705v1	Penaeus japonicus	Crustacea	2169	360	16.6	1.798	0.0	True
penaeus_monodon_gca015228065v1	Penaeus monodon	Crustacea	2008	299	14.89	1.581	1e-06	True
penaeus_vannamei_gca042767895v1rs	Penaeus vannamei	Crustacea	2009	367	18.27	2.021	0.0	True
perkinsela_sp_ccap_1560_4_gca_001235845	Perkinsela sp. CCAP 1560/4	Euglenozoa	35	8	22.86	3.062	0.102592	False
perkinsus_marinus_atcc_50983_gca_000006405	Perkinsus marinus ATCC 50983 str. PmCV4CB5 2B3 D4	Perkinsozoa	1042	229	21.98	2.538	0.0	True
peronospora_effusa_gca_003704535	Peronospora effusa	Oomycota	387	80	20.67	2.386	1.9e-05	True
phaeodactylum_tricornutum	Phaeodactylum tricornutum	Bacillariophyta	507	110	21.7	2.527	0.0	True
phaseolus_vulgaris	Phaseolus vulgaris	Viridiplantae	1324	293	22.13	2.564	0.0	True
phlebotomus_argentipes_gca947086385v1rs	Phlebotomus argentipes	Insecta	519	97	18.69	2.105	3.1e-05	True
phlebotomus_papatasi_gca024763615v2rs	Phlebotomus papatasi	Insecta	598	99	16.56	1.809	0.000429	True
phlebotomus_perniciosus_gca918844115v2	Phlebotomus perniciosus	Insecta	158	20	12.66	1.372	0.243088	False
photinus_pyralis_gca008802855v1rs	Photinus pyralis	Insecta	221	44	19.91	2.237	0.002543	True
physcomitrium_patens	Physcomitrium patens	Viridiplantae	1067	199	18.65	2.076	0.0	True
phytomonas_sp_isolate_hart1_gca_000982615	Phytomonas sp. isolate Hart1	Euglenozoa	383	48	12.53	1.297	0.154512	False
phytophthora_cactorum_gca_003287315	Phytophthora cactorum str. 10300	Oomycota	795	178	22.39	2.611	0.0	True
phytophthora_infestans	Phytophthora infestans	Oomycota	567	114	20.11	2.292	1e-06	True
phytophthora_kernoviae	Phytophthora kernoviae	Oomycota	457	88	19.26	2.178	3.8e-05	True
phytophthora_lateralis	Phytophthora lateralis	Oomycota	454	98	21.59	2.496	1e-06	True
phytophthora_megakarya_gca_002215365	Phytophthora megakarya str. zdho120	Oomycota	898	148	16.48	1.792	2.5e-05	True
phytophthora_palmivora_var_palmivora_gca_002911725	Phytophthora palmivora var. palmivora str. sbr112.9	Oomycota	648	124	19.14	2.156	1e-06	True
phytophthora_parasitica	Phytophthora nicotianae P1569	Oomycota	764	164	21.47	2.471	0.0	True
phytophthora_parasitica_gca_000509525	Phytophthora parasitica str. IAC_01/95	Oomycota	721	157	21.78	2.505	0.0	True
phytophthora_ramorum	Phytophthora ramorum	Oomycota	711	171	24.05	2.85	0.0	True
phytophthora_sojae	Phytophthora sojae	Oomycota	1068	230	21.54	2.488	0.0	True
pinus_longaeva	Pinus longaeva	Viridiplantae	743	146	19.65	2.208	0.0	True
pistacia_vera	Pistacia vera	Viridiplantae	1473	369	25.05	3.013	0.0	True
pisum_sativum_gca964186695v1gb	Pisum sativum JI2822	Viridiplantae	1603	325	20.27	2.292	0.0	True
planoprotostelium_fungivorum_gca_003024175	Planoprotostelium fungivorum str. Jena	Amoebozoa	499	104	20.84	2.413	1e-06	True
plasmodiophora_brassicae_gca_001049375	Plasmodiophora brassicae	Rhizaria	460	141	30.65	3.978	0.0	True
plasmodium_berghei	Plasmodium berghei	Apicomplexa	127	29	22.83	2.811	0.003177	True
plasmodium_chabaudi	Plasmodium chabaudi	Apicomplexa	157	32	20.38	2.406	0.005764	True
plasmodium_coatneyi_gca_001680005	Plasmodium coatneyi	Apicomplexa	317	52	16.4	1.804	0.009438	True
plasmodium_cynomolgi_strain_b_gca_000321355	Plasmodium cynomolgi strain B	Apicomplexa	281	32	11.39	1.157	0.3465	False
plasmodium_falciparum	Plasmodium falciparum	Apicomplexa	397	41	10.33	1.054	0.457837	False
plasmodium_fragile_gca_000956335	Plasmodium fragile str. multiple	Apicomplexa	354	47	13.28	1.391	0.100446	False
plasmodium_gaboni_gca_001602025	Plasmodium gaboni	Apicomplexa	457	50	10.94	1.122	0.336508	False
plasmodium_gallinaceum_gca_900005855	Plasmodium gallinaceum	Apicomplexa	211	34	16.11	1.729	0.042668	True
plasmodium_gonderi_gca_002157705	Plasmodium gonderi	Apicomplexa	400	58	14.5	1.526	0.033174	True
plasmodium_inui_san_antonio_1_gca_000524495	Plasmodium inui San Antonio 1	Apicomplexa	247	35	14.17	1.527	0.084982	False
plasmodium_knowlesi	Plasmodium knowlesi	Apicomplexa	318	50	15.72	1.721	0.016496	True
plasmodium_malariae_gca_900088575	Plasmodium malariae	Apicomplexa	444	64	14.41	1.527	0.026087	True
plasmodium_ovale_curtisi_gca_900088565	Plasmodium ovale curtisi	Apicomplexa	464	85	18.32	2.033	0.000165	True
plasmodium_reichenowi_gca_001601855	Plasmodium reichenowi	Apicomplexa	419	33	7.88	0.786	0.865801	False
plasmodium_relictum_gca_900005765	Plasmodium relictum	Apicomplexa	20	5	25.0	3.0	0.203742	False
plasmodium_sp_gorilla_clade_g2_gca_900097015	Plasmodium sp. gorilla clade G2	Apicomplexa	22	6	27.27	3.562	0.134957	False
plasmodium_vinckei_petteri_gca_000524515	Plasmodium vinckei petteri str. CR	Apicomplexa	138	33	23.91	2.998	0.001042	True
plasmodium_vivax_north_korean_gca_000320685	Plasmodium vivax North Korean	Apicomplexa	408	65	15.93	1.739	0.006138	True
plasmodium_yoelii_yoelii_gca_000003085	Plasmodium yoelii yoelii str. 17XNL	Apicomplexa	2	0	0.0		1.0	False
plasmopara_halstedii_gca_900000015	Plasmopara halstedii	Oomycota	462	151	32.68	4.38	0.0	True
platynereis_dumerilii_gca026936325v1cm	Platynereis dumerilii	Annelida	1138	238	20.91	2.396	0.0	True
plodia_interpunctella_gca027563975v2rs	Plodia interpunctella	Insecta	566	118	20.85	2.394	0.0	True
pocillopora_damicornis_gca003704095v1	Pocillopora damicornis	Cnidaria	772	132	17.1	1.859	2.8e-05	True
pogonomyrmex_barbatus_gca000187915v1rs	Pogonomyrmex barbatus	Insecta	1138	187	16.43	1.782	3e-06	True
polistes_canadensis_gca001313835v1rs	Polistes canadensis	Insecta	1332	193	14.49	1.526	0.000243	True
polistes_dominula_gca001465965v1rs	Polistes dominula	Insecta	1450	221	15.24	1.618	1.3e-05	True
polistes_fuscatus_gca010416935v1rs	Polistes fuscatus	Insecta	1366	201	14.71	1.559	9.7e-05	True
pollicipes_pollicipes_gca011947565v3rs	Pollicipes pollicipes	Crustacea	1376	269	19.55	2.196	0.0	True
pomacea_canaliculata_gca003073045v1	Pomacea canaliculata	Mollusca	1167	232	19.88	2.246	0.0	True
pomphorhynchus_laevis_gca012934845v2gb	Pomphorhynchus laevis	Acanthocephala	128	21	16.41	1.881	0.070535	False
populus_trichocarpa	Populus trichocarpa	Viridiplantae	1771	486	27.44	3.404	0.0	True
porphyromonas_gingivalis_w83_gca_000007585	Porphyromonas gingivalis W83	Bacteria	23	5	21.74	2.778	0.225628	False
portunus_trituberculatus_gca017591435v1	Portunus trituberculatus	Crustacea	3443	680	19.75	2.216	0.0	True
priapulus_caudatus_gca000485595v2	Priapulus caudatus	Priapulida	1273	178	13.98	1.466	0.001145	True
pristionchus_pacificus	Pristionchus pacificus	Nematoda	1510	314	20.79	2.363	0.0	True
procambarus_clarkii_gca040958095v1rs	Procambarus clarkii	Crustacea	2298	470	20.45	2.322	0.0	True
prochlorococcus_marinus_subsp_marinus_str_ccmp1375_gca_000007925	Prochlorococcus marinus subsp. marinus str. CCMP1375	Bacteria	16	3	18.75	3.231	0.324805	False
proteus_mirabilis_hi4320_gca_000069965	Proteus mirabilis HI4320	Bacteria	32	7	21.88	2.613	0.163957	False
prunus_avium	Prunus avium	Viridiplantae	1384	288	20.81	2.371	0.0	True
prunus_dulcis	Prunus dulcis	Viridiplantae	1474	347	23.54	2.777	0.0	True
prunus_persica	Prunus persica	Viridiplantae	1486	338	22.75	2.66	0.0	True
pseudocohnilembus_persalinus_gca_001447515	Pseudocohnilembus persalinus	Ciliophora	317	86	27.13	3.423	0.0	True
pseudomonas_aeruginosa	Pseudomonas aeruginosa	Bacteria	48	11	22.92	3.196	0.048853	True
pseudonitzschia_multistriata	Pseudo-nitzschia multistriata	Bacillariophyta	1434	247	17.22	1.877	0.0	True
ptychodera_flava	Ptychodera flava	Hemichordata	1305	227	17.39	1.902	0.0	True
puccinia_graminis	Puccinia graminis	Fungi	966	210	21.74	2.514	0.0	True
pyrobaculum_aerophilum_str_im2_gca_000007225	Pyrobaculum aerophilum str. IM2	Archaea	14	2	14.29	2.0	0.528889	False
pyrococcus_abyssi	Pyrococcus abyssi	Archaea	20	4	20.0	2.25	0.33071	False
pyrococcus_horikoshii_ot3_gca_000011105	Pyrococcus horikoshii OT3	Archaea	17	4	23.53	4.615	0.18652	False
pythium_aphanidermatum	Pythium aphanidermatum	Oomycota	597	137	22.95	2.711	0.0	True
pythium_arrhenomanes	Pythium arrhenomanes	Oomycota	1829	260	14.22	1.499	4.6e-05	True
pythium_irregulare	Pythium irregulare	Oomycota	1692	349	20.63	2.34	0.0	True
pythium_iwayamai	Globisporangium iwayamae DAOM BR242034	Oomycota	825	183	22.18	2.579	0.0	True
pythium_vexans	Pythium vexans	Oomycota	1117	193	17.28	1.891	0.0	True
quercus_lobata	Quercus lobata	Viridiplantae	115	29	25.22	3.158	0.00152	True
quercus_suber_gca002906115v3rs	Quercus suber HL8	Viridiplantae	1980	479	24.19	2.872	0.0	True
ralstonia_solanacearum_gmi1000_gca_000009125	Ralstonia solanacearum GMI1000	Bacteria	42	13	30.95	4.147	0.015879	True
reticulomyxa_filosa_gca_000512085	Reticulomyxa filosa	Rhizaria	7348	1671	22.74	2.652	0.0	True
rhagoletis_pomonella_gca013731165v1	Rhagoletis pomonella	Insecta	2028	328	16.17	1.743	0.0	True
rhipicephalus_microplus_gca013339725v1	Rhipicephalus microplus	Chelicerata	967	198	20.48	2.333	0.0	True
rhipicephalus_sanguineus_gca013339695v2rs	Rhipicephalus sanguineus	Chelicerata	1194	210	17.59	1.926	0.0	True
rhizobium_leguminosarum_bv_viciae_3841_gca_000009265	Rhizobium leguminosarum bv. viciae 3841	Bacteria	65	14	21.54	2.654	0.046991	True
rhizopus_delemar	Rhizopus delemar	Fungi	720	107	14.86	1.571	0.003245	True
rhodnius_prolixus	Rhodnius prolixus	Insecta	540	78	14.44	1.519	0.016158	True
rhodobacter_sphaeroides_2_4_1_gca_000012905	Rhodobacter sphaeroides 2.4.1	Bacteria	35	8	22.86	3.062	0.102592	False
rhodopirellula_baltica_sh_1_gca_000196115	Rhodopirellula baltica SH 1	Bacteria	100	26	26.0	3.162	0.002624	True
rhodospirillum_rubrum_atcc_11170_gca_000013085	Rhodospirillum rubrum ATCC 11170	Bacteria	44	16	36.36	5.571	0.002563	True
rhopalosiphum_maidis_gca003676215v3	Rhopalosiphum maidis	Insecta	1086	196	18.05	1.992	0.0	True
rickettsia_prowazekii_str_madrid_e_gca_000195735	Rickettsia prowazekii str. Madrid E	Bacteria	5	3	60.0	inf	0.119048	False
rosa_chinensis	Rosa chinensis	Viridiplantae	1721	411	23.88	2.824	0.0	True
rotaria_sordida	Rotaria sordida	Rotifera	5703	995	17.45	1.903	0.0	True
saccharolobus_solfataricus_p2_gca_000007005	Saccharolobus solfataricus P2	Archaea	14	6	42.86	9.0	0.047826	True
saccharomyces_cerevisiae	Saccharomyces cerevisiae	Fungi	289	55	19.03	2.183	0.001009	True
saccharum_spontaneum	Saccharum spontaneum	Viridiplantae	3608	876	24.28	2.892	0.0	True
saccoglossus_kowalevskii_gca000003605v1	Saccoglossus kowalevskii	Hemichordata	797	150	18.82	2.104	0.0	True
salinibacter_ruber_dsm_13855_gca_000013045	Salinibacter ruber DSM 13855	Bacteria	41	22	53.66	10.421	2.2e-05	True
salmonella_typhimurium	Salmonella typhimurium	Bacteria	30	6	20.0	2.25	0.235822	False
salpingoeca_rosetta	Salpingoeca rosetta	Protist	4670	763	16.34	1.758	0.0	True
saprolegnia_diclina_vs20_gca_000281045	Saprolegnia diclina VS20	Oomycota	743	180	24.23	2.886	0.0	True
saprolegnia_parasitica_cbs_223_65_gca_000151545	Saprolegnia parasitica CBS 223.65	Oomycota	928	211	22.74	2.671	0.0	True
sarcoptes_scabiei_gca020844145v1gb	Sarcoptes scabiei	Chelicerata	1133	191	16.86	1.828	1e-06	True
schistocerca_americana_gca021461395v2rs	Schistocerca americana	Insecta	1657	333	20.1	2.273	0.0	True
schistocerca_cancellata_gca023864275v2rs	Schistocerca cancellata	Insecta	1660	333	20.06	2.258	0.0	True
schistocerca_gregaria_gca023897955v2rs	Schistocerca gregaria	Insecta	298	75	25.17	3.108	0.0	True
schistocerca_nitens_gca023898315v2rs	Schistocerca nitens	Insecta	1809	376	20.78	2.373	0.0	True
schistocerca_piceifrons_gca021461385v2rs	Schistocerca piceifrons	Insecta	1644	337	20.5	2.325	0.0	True
schistocerca_serialis_gca023864345v3rs	Schistocerca serialis cubense	Insecta	1671	330	19.75	2.215	0.0	True
schistosoma_haematobium_gca000699445v3rs	Schistosoma haematobium	Platyhelminthes	1248	150	12.02	1.237	0.055431	False
schistosoma_mansoni	Schistosoma mansoni	Platyhelminthes	1104	124	11.23	1.142	0.186348	False
schizosaccharomyces_pombe	Schizosaccharomyces pombe	Fungi	106	30	28.3	3.75	0.000397	True
schmidtea_mediterranea_gca045838265v1cm	Schmidtea mediterranea	Platyhelminthes	572	89	15.56	1.662	0.003038	True
schmidtea_nova_gca044892505v1cm	Schmidtea nova	Platyhelminthes	578	121	20.93	2.415	0.0	True
schmidtea_polychroa_gca044892525v1cm	Schmidtea polychroa	Platyhelminthes	459	101	22.0	2.589	0.0	True
scutigera_coleoptrata	Scutigera coleoptrata	Myriapoda	721	148	20.53	2.325	0.0	True
secale_cereale	Secale cereale	Viridiplantae	2437	745	30.57	3.974	0.0	True
selaginella_moellendorffii	Selaginella moellendorffii	Viridiplantae	1985	489	24.63	2.948	0.0	True
sesamum_indicum	Sesamum indicum	Viridiplantae	1712	383	22.37	2.595	0.0	True
setaria_italica	Setaria italica	Viridiplantae	2248	635	28.25	3.555	0.0	True
setaria_viridis	Setaria viridis	Viridiplantae	2553	667	26.13	3.186	0.0	True
shigella_dysenteriae_sd197_gca_000012005	Shigella dysenteriae Sd197	Bacteria	20	2	10.0	1.0	0.697505	False
sinorhizobium_meliloti_1021_gca_000006965	Sinorhizobium meliloti 1021	Bacteria	65	15	23.08	2.9	0.029808	True
sipha_flava_gca003268045v1	Sipha flava	Insecta	1050	168	16.0	1.714	2.7e-05	True
sitophilus_oryzae_gca002938485v2rs	Sitophilus oryzae	Insecta	474	100	21.1	2.423	1e-06	True
solanum_lycopersicum	Solanum lycopersicum	Viridiplantae	1177	232	19.71	2.222	0.0	True
solanum_tuberosum	Solanum tuberosum	Viridiplantae	1448	255	17.61	1.934	0.0	True
solenopsis_invicta	Solenopsis invicta	Insecta	1222	209	17.1	1.859	0.0	True
sorghum_bicolor	Sorghum bicolor	Viridiplantae	3041	736	24.2	2.874	0.0	True
sphaeroforma_arctica	Sphaeroforma arctica	Protist	394	52	13.2	1.38	0.092503	False
sphagnum_fallax	Sphagnum fallax	Viridiplantae	2949	680	23.06	2.705	0.0	True
sphenostylis_stenocarpa	Sphenostylis stenocarpa	Viridiplantae	1303	262	20.11	2.269	0.0	True
spironucleus_salmonicida	Spironucleus salmonicida	Metamonada	84	23	27.38	3.535	0.002667	True
spodoptera_frugiperda_gca023101765v3rs	Spodoptera frugiperda	Insecta	650	146	22.46	2.607	0.0	True
staphylococcus_aureus	Staphylococcus aureus	Bacteria	21	6	28.57	3.6	0.134375	False
stegodyphus_dumicola_gca010614865v2rs	Stegodyphus dumicola	Chelicerata	528	86	16.29	1.777	0.001295	True
stegodyphus_mimosarum	Stegodyphus mimosarum	Chelicerata	598	114	19.06	2.148	4e-06	True
steinernema_hermaphroditum_gca030435675v2gb	Steinernema hermaphroditum	Nematoda	679	163	24.01	2.881	0.0	True
stenotrophomonas_maltophilia_k279a_gca_000072485	Stenotrophomonas maltophilia K279a	Bacteria	61	14	22.95	2.681	0.04624	True
stentor_coeruleus_gca_001970955	Stentor coeruleus	Ciliophora	422	162	38.39	5.623	0.0	True
stomoxys_calcitrans_gca963082655v1rs	Stomoxys calcitrans	Insecta	1665	290	17.42	1.903	0.0	True
streptococcus_pneumoniae	Streptococcus pneumoniae	Bacteria	9	4	44.44	inf	0.052941	False
streptomyces_avermitilis	Streptomyces avermitilis	Bacteria	109	38	34.86	5.245	4e-06	True
streptomyces_coelicolor	Streptomyces coelicolor	Bacteria	125	45	36.0	5.25	0.0	True
streptomyces_griseus	Streptomyces griseus	Bacteria	89	28	31.46	4.59	0.000173	True
strigamia_maritima	Strigamia maritima	Myriapoda	699	98	14.02	1.486	0.010634	True
strigomonas_culicis_gca_000442495	Strigomonas culicis	Euglenozoa	1143	250	21.87	2.525	0.0	True
strongylocentrotus_purpuratus	Strongylocentrotus purpuratus	Echinodermata	1594	303	19.01	2.117	0.0	True
strongyloides_ratti	Strongyloides ratti	Nematoda	336	65	19.35	2.195	0.000342	True
stylonychia_lemnae_gca_000751175	Stylonychia lemnae str. 130c	Ciliophora	479	102	21.29	2.481	1e-06	True
stylophora_pistillata_gca002571385v2	Stylophora pistillata	Cnidaria	781	164	21.0	2.392	0.0	True
sulfolobus_acidocaldarius	Sulfolobus acidocaldarius	Archaea	9	3	33.33	inf	0.123529	False
sycon_ciliatum	Sycon ciliatum	Porifera	2074	343	16.54	1.786	0.0	True
symbiodinium_microadriaticum_gca_001939145	Symbiodinium microadriaticum str. CCMP2467	Protist	5078	780	15.36	1.636	0.0	True
symsagittifera_roscoffensis	Symsagittifera roscoffensis	Xenacoelomorpha	772	143	18.52	2.049	1e-06	True
synechocystis_pcc6803	Synechocystis sp. PCC 6803	Bacteria	26	5	19.23	2.738	0.225848	False
taxus_chinensis	Taxus chinensis	Viridiplantae	831	185	22.26	2.577	0.0	True
teleopsis_dalmanni	Teleopsis dalmanni	Insecta	1595	290	18.18	2.006	0.0	True
tenebrio_molitor_gca907166875v3gb	Tenebrio molitor	Insecta	545	102	18.72	2.089	2.3e-05	True
tetrahymena_thermophila	Tetrahymena thermophila	Ciliophora	665	131	19.7	2.223	0.0	True
tetranychus_urticae	Tetranychus urticae	Chelicerata	869	121	13.92	1.471	0.005979	True
thalassiosira_oceanica_gca_000296195	Thalassiosira oceanica str. CCMP1005	Bacillariophyta	1454	321	22.08	2.556	0.0	True
thalassiosira_pseudonana	Thalassiosira pseudonana	Bacillariophyta	925	164	17.73	1.949	1e-06	True
thecamonas_trahens_atcc_50062_gca_000142905	Thecamonas trahens ATCC 50062	Protist	1066	240	22.51	2.629	0.0	True
theileria_equi_strain_wa_gca_000342415	Theileria equi strain WA	Apicomplexa	93	23	24.73	3.03	0.005878	True
theileria_orientalis_strain_shintoku_gca_000740895	Theileria orientalis strain Shintoku	Apicomplexa	80	13	16.25	1.746	0.174659	False
theileria_parva_gca_000165365	Theileria parva str. Muguga	Apicomplexa	61	10	16.39	1.765	0.221289	False
thelohanellus_kitauei	Thelohanellus kitauei	Cnidaria	113	15	13.27	1.405	0.274156	False
theobroma_cacao	Theobroma cacao Matina 1-6	Viridiplantae	1383	319	23.07	2.703	0.0	True
thermanaerovibrio_acidaminovorans_dsm_6589_gca_000024905	Thermanaerovibrio acidaminovorans DSM 6589	Bacteria	14	6	42.86	9.0	0.047826	True
thermococcus_kodakarensis	Thermococcus kodakarensis	Archaea	15	3	20.0	3.25	0.32567	False
thermodesulfovibrio_yellowstonii_dsm_11347_gca_000020985	Thermodesulfovibrio yellowstonii DSM 11347	Bacteria	11	5	45.45	7.5	0.093653	False
thermofilum_pendens_hrk_5_gca_000015225	Thermofilum pendens Hrk 5	Archaea	15	8	53.33	14.857	0.009495	True
thermoplasma_acidophilum	Thermoplasma acidophilum	Archaea	8	2	25.0	inf	0.266667	False
thermosynechococcus_elongatus_bp_1_gca_000011345	Thermosynechococcus elongatus BP-1	Bacteria	31	11	35.48	4.95	0.018283	True
thermotoga_maritima	Thermotoga maritima	Bacteria	12	3	25.0	3.333	0.329193	False
thermus_thermophilus	Thermus thermophilus HB8	Bacteria	20	7	35.0	4.846	0.063693	False
thraustotheca_clavata_gca_002081575	Thraustotheca clavata str. ATCC 34112	Oomycota	324	72	22.22	2.598	1.3e-05	True
thrips_palmi_gca012932325v1rs	Thrips palmi	Insecta	942	188	19.96	2.247	0.0	True
tieghemostelium_lacteum_gca_001606155	Tieghemostelium lacteum str. TK	Amoebozoa	1890	337	17.83	1.953	0.0	True
tigriopus_californicus_gca007210705	Tigriopus californicus	Crustacea	1136	211	18.57	2.063	0.0	True
topomyia_yanbarensis_gca030247195v1rs	Topomyia yanbarensis	Insecta	1336	237	17.74	1.949	0.0	True
toxoplasma_gondii_veg_gca_000150015	Toxoplasma gondii VEG	Apicomplexa	614	90	14.66	1.554	0.007597	True
toxorhynchites_rutilus_gca029784135v1rs	Toxorhynchites rutilus septentrionalis	Insecta	1287	244	18.96	2.116	0.0	True
treponema_pallidum	Treponema pallidum	Bacteria	9	2	22.22	inf	0.264706	False
trialeurodes_vaporariorum_gca011764245	Trialeurodes vaporariorum	Insecta	567	105	18.52	2.07	2.1e-05	True
tribolium_castaneum_gca031307605v1rs	Tribolium castaneum	Insecta	470	95	20.21	2.28	8e-06	True
tribolium_madens_gca015345945v1rs	Tribolium madens	Insecta	454	102	22.47	2.627	0.0	True
trichinella_spiralis	Trichinella spiralis	Nematoda	973	137	14.08	1.478	0.003316	True
trichogramma_pretiosum_gca000599845v3	Trichogramma pretiosum	Insecta	1765	362	20.51	2.328	0.0	True
trichoplax_adhaerens	Trichoplax adhaerens	Placozoa	234	44	18.8	2.114	0.004193	True
trichoplax_sp_h2	Trichoplax sp. H2	Placozoa	345	73	21.16	2.447	3e-05	True
trichuris_muris	Trichuris muris	Nematoda	443	70	15.8	1.698	0.006154	True
trifolium_pratense	Trifolium pratense	Viridiplantae	7423	1237	16.66	1.8	0.0	True
triticum_aestivum_stanley	Triticum aestivum Stanley	Viridiplantae	8515	2518	29.57	3.781	0.0	True
triticum_dicoccoides	Triticum dicoccoides	Viridiplantae	4284	1195	27.89	3.484	0.0	True
triticum_spelta	Triticum spelta	Viridiplantae	7190	2177	30.28	3.908	0.0	True
triticum_timopheevii	Triticum timopheevii	Viridiplantae	8270	2251	27.22	3.366	0.0	True
triticum_turgidum	Triticum turgidum	Viridiplantae	2212	636	28.75	3.634	0.0	True
triticum_urartu	Triticum urartu	Viridiplantae	2047	622	30.39	3.941	0.0	True
tritrichomonas_foetus_gca_001839685	Tritrichomonas foetus str. K	Metamonada	1062	188	17.7	1.938	0.0	True
trypanosoma_brucei	Trypanosoma brucei	Euglenozoa	420	81	19.29	2.15	9.5e-05	True
trypanosoma_conorhini_gca_003719485	Trypanosoma conorhini	Euglenozoa	1379	293	21.25	2.444	0.0	True
trypanosoma_cruzi_marinkellei_gca_000300495	Trypanosoma cruzi marinkellei	Euglenozoa	1361	385	28.29	3.55	0.0	True
trypanosoma_equiperdum_gca_001457755	Trypanosoma equiperdum	Euglenozoa	304	64	21.05	2.427	0.000101	True
trypanosoma_rangeli_sc58_gca_000492115	Trypanosoma rangeli SC58	Euglenozoa	557	102	18.31	2.042	3.6e-05	True
trypanosoma_theileri_gca_002087225	Trypanosoma theileri	Euglenozoa	4114	470	11.42	1.162	0.019479	True
tubulanus_polymorphus	Tubulanus polymorphus	Nemertea	1050	215	20.48	2.317	0.0	True
uloborus_diversus_gca026930045v1rs	Uloborus diversus	Chelicerata	553	109	19.71	2.218	3e-06	True
uranotaenia_lowii_gca029784155v1rs	Uranotaenia lowii	Insecta	1574	281	17.85	1.96	0.0	True
ureaplasma_parvum_serovar_3_str_atcc_700970_gca_000006625	Ureaplasma parvum serovar 3 str. ATCC 700970	Bacteria	5	0	0.0		1.0	False
ustilago_maydis	Mycosarcoma maydis	Fungi	505	92	18.22	2.023	9.9e-05	True
varroa_destructor_gca002443255	Varroa destructor	Chelicerata	923	164	17.77	1.949	1e-06	True
varroa_jacobsoni_gca002532875v1rs	Varroa jacobsoni	Chelicerata	913	162	17.74	1.946	1e-06	True
venturia_canescens_gca019457755v1rs	Venturia canescens	Insecta	1130	176	15.58	1.66	4.5e-05	True
vespa_mandarinia_gca014083535v2rs	Vespa mandarinia	Insecta	1462	203	13.89	1.452	0.000704	True
vibrio_cholerae_o1_biovar_el_tor_str_n16961_gca_000006745	Vibrio cholerae O1 biovar El Tor str. N16961	Bacteria	22	4	18.18	2.111	0.354924	False
vicia_faba	Vicia faba	Viridiplantae	1541	344	22.32	2.586	0.0	True
vigna_angularis	Vigna angularis	Viridiplantae	1626	343	21.09	2.414	0.0	True
vigna_radiata	Vigna radiata	Viridiplantae	679	183	26.95	3.365	0.0	True
vigna_unguiculata_gca004118075v2rs	Vigna unguiculata IT97K-499-35	Viridiplantae	1553	355	22.86	2.671	0.0	True
vitis_vinifera	Vitis vinifera	Viridiplantae	1417	381	26.89	3.325	0.0	True
